date,user_id,pp_text,tag,like_point
2020-01-16T18:50:38.000Z,japancrate,These chips come PACKED with flavor Karamuchochips are known for bringing the heat and this special bag comes with spicy noriseaweedflavorDo you think you re up for the challengeGet a whole bag more goodies in February s Japan Cratelink in bioJapanCrateKaramuchoChipsPotatoChipsnoriseaweedspicyJapaneseChipsJapaneseSnacksSnacksJapaneseSeaweedSpicyNoriSpicyChipsNoriChipsSeaweedChipsCrunchyJapaneseFoodoishiiyumjapan,#Karamucho #Chips #PotatoChips #nori #seaweed #spicy #JapaneseChips #JapaneseSnacks #Snacks #JapaneseSeaweed #SpicyNori #SpicyChips #NoriChips #SeaweedChips #Crunchy #JapaneseFood #oishii #yum #japan,981
2020-08-09T12:37:58.000Z,aghits,Haii semuanyaaa kita mau kenalin nih seaweed snack fav kita berduanemosnack nemosnack ada 4 pilihan rasa OriginalBBQKeju dan rasa Abon Semuanya rasa enakFav aku BbqKalauaymanabih fav nya OriginalPas di makan ituuu Kressssss berasa banget di mulut Kalian bisa liat di video bunyi Kressnya itu sexy bgtgaesnemosnack cocok dinikmati saat bersantainonton Tvwaktu makan nasimakan samyang atau dimakan langsung juga enakk bgtYang suka nyemil and suka sama snack rumput laut wajib cobainnemosnack Snack enak dan sehat yaaanemosnack nemosnack aghitsreview seaweedsnacksnackrumputlautrumputlautkoreanfoodmakanankoreasnackcrispykeripikrumputlautseaweedseaweedsnackcrispy snackkriuksnackkoreansnackindonesiansnacksnackindonesiathailandsnacksnackenaksnacknikmatsnackkekiniansnacksehatendorsement,#snackrumputlaut #rumputlaut #koreanfood #makanankorea #snackcrispy #keripikrumputlaut #seaweed #seaweedsnackcrispysnackkriuk #snack #koreansnack #indonesiansnack #snackindonesia #thailandsnack #snackenak #snacknikmat #snackkekinian #snacksehat #endorsement,779
2020-01-28T20:25:26.000Z,notyourmainstreammom,This is what a lot of my days look like right now Keeping the toddler happy while also trying to get work done is not always easy and it consists of lots of snack breaks and cuddlesbut I wouldn t change a thing My kids love seaweed snacks so we couldn t pass up trying these Seaweed Rice Crisps fromkimsmagicpopThese are certified gluten free and they come in four different flavorsHoney ButterCheeseWasabiand Hot SpicyYou can grab these at H E B if you live in TexasAmazonand their website www kimsmagicpop comYou can also use the codemagicpop15for a 15off discount on their site kimsmagicpopglutenfreeseaweedsnackseaweedseaweedricecrispshealthysnacksponsored,#glutenfree #seaweedsnack #seaweed #seaweedricecrisps #healthysnack #sponsored,764
2020-01-23T23:25:41.000Z,estelawojcicki,Seaweed rice crisps ohhh yesFor all seaweed lovers kimsmagicpop is a gluten free Seaweed Snack that comes in 4 flavorshot spicywasabicheeseand honey butterAvailable on Amazon and their websiteYou can have 15off with the cupommagicpop15on their websitekimsmagicpop comkimsmagicpopglutenfreeseaweedsnackseaweed,#glutenfree #seaweedsnack #seaweed,749
2020-02-10T23:20:55.000Z,karlaaafernandes,ANYONE SAY I NEED A SNACKThis is a Seaweed Rice Crisps is a gluten free Seaweed SnackProduct combines seaweed and rice crisps then fried a few seconds for the perfect crispProduct is certified gluten free and comes in 4 flavorsHot SpicyWasabiCheeseHoney ButterHere is a coupon code that you can use on their websitemagicpop15for 15off here is the website www kimsmagicpop comkimsmagicpopglutenfreeseaweedsnackseaweed,#kimsmagicpop #glutenfree #seaweedsnack #seaweed,742
2020-06-24T04:12:12.000Z,rasaboenda,One does not simply just eat one bag of chipsyes more pleaseeeeeeReady stock Order thru DM rasaboendaseaweedchipsblackpeppercemilanjajananbatamngemilmakananindonesiasnackbatamsnacktimehomemadefoodjajanan,#seaweedchips #blackpepper #cemilan #jajananbatam #ngemil #makananindonesia #snackbatam #snacktime #homemadefood #jajanan,640
2020-06-26T22:17:02.000Z,arzeoils,seaweed helps removeradiation from yourbody and is atastysnack for thewholefamilyarzeoilsfoodfactshealthfoodnutritionwellnessdetoxcleansehealfoodismedicinehealingjourneyhealingbodyarzeoils arzeoils com,#seaweed #radiation #body #tastysnack #wholefamily #foodfacts #healthfood #nutrition #wellness #detox #cleanse #heal #foodismedicine #healingjourney #healingbody #arzeoils,548
2020-05-03T11:13:02.000Z,myranorichips,Ok since ada yang tanya kalau pos x pecah ke sisJangan risauMyra s norichips ni x pecah hancur sampai mcm dgn sudu tu x ok dia jadi serpih2 sikit je Nampak kan masih utuh jitu lagi norichips tuso don t worry ha da tu apa lagiMeh ler orderrrrrr myranorichipsnorichips seaweedchips seaweedcrackers ribazar bazarpaknil,#norichipsseaweedchipsseaweedcrackersribazarbazarpaknil,537
2020-03-19T00:09:49.000Z,chef_schulz,A white shrimp appetizers served with fresh made guacamole on a seaweed rice crisps and garnished with fresh dill whiteshrimpfreshhomemadeguacamoleseaweedcrispsricecrispsgarnishedfreshdillappetizersculinaryfederationfoodiefoodiesofinstagramsnacksfreemansignatureseafood artofplating supportlocalbusinessstaysafecanadasyscocanadasyscofoodiesyscosouthwesternontariosysco denversyscotannissysco metro nytoppitsfoodslongosmarketschefjaggergordongordonfoodservicecanadagordonfoodservicech4chefssobeysthriftyfoodsludafoodsveggie kornertoronto times artofplating shanafoodscanadaculinaryfederationcc culinaryfedculfedregcheflifemagazineottawa culinary federationtablewaresolutionsfdickcanadatabascofoodservice cahighlinerculinaryardentmillswearearyztacentennial cooks,#whiteshrimp #fresh #homemade #guacamole #seaweedcrisps #ricecrisps #garnished #fresh #dill #appetizers #culinaryfederation #foodie #foodiesofinstagram #snacks #freemansignature #seafood #artofplating #supportlocalbusiness #staysafe #canada,519
2020-01-30T19:43:42.000Z,capitoldebeaute,Feeling healthyprobably eat cake latermorethanlikelydefinitelyoutlookgoodlatelunchfresheatsfoodieimadeitezekielbreadtoastseaweedchipsavocadotoastboiledeggs without the yolk hummus filled orangesblackcherriesfreshlemonsanpellegrino officialwateryumyummyfoodsfoodstagrambloggerlifestylehealthierchoicesyescheerstogoodskinfacefoodskinfoodcontentcreator,#morethanlikely #definitely #outlookgood #latelunch #fresheats #foodie #imadeit #ezekielbread #toast #seaweedchips #avocadotoast #boiledeggs #hummus #oranges #blackcherries #fresh #lemon #water #yum #yummy #foods #foodstagram #blogger #lifestyle #healthierchoices #yes #cheerstogoodskin #facefood #skinfood #contentcreator,515
